review_id,comment,score,reference_label
gp:AOqpTOHLLYxwVHv9NjBe_bxgHYahee3rMt9kDAymTVgn0kD9MQyaOoGLhPHI_0rf4hVaXOMUWoCuiuKBxy0JcQ,"Have you heard of that saying, ""Where did the time go""? Well this app helps me stay on schedule with my day instead of it just disappearing with nothing accomplished. Love the interface and very user friendly.",5,positive
gp:AOqpTOFubplNiiuTCft-FWMLlCES7Sb_qRi1kNmBhCY1PTA9uc5qluANl-exHKmmSoxeK9gkeMSdgwgIi2oiVQ,so good,3,neutral
gp:AOqpTOHqDmkuSkzeAfZkbFaV4lI2ZtQFvbfHXderIVtAbvJFZctLghOkS2RXCun5Jcij-51JDx9jQ8bGA0lnFw,Good app for task but should be linked with reminders.,3,neutral
gp:AOqpTOFqqg563Id2M8sHZ0plfMn02Jv89Vvhomfh1Pn93RuzEdoQoRZTaBkHxQFvYNLydpsozETV2Av547MIiw,"It was working fine until recently, I bought new bush but when I have successfully planted (it told me it was successful) I saw it planted the last tree I had chosen on previous study session and 4 out of 7 trees were dead (even tho it said I planted 7 successful trees). The notification also doesn't work",2,negative
gp:AOqpTOE49n1K1OLv1jIuyfrBth46YIR2EbcSWLovPnQGZAtwJWkYes-vXhKIHtK04RDYadR93TuOYCSRzOyFIqQ,"Amazing app. This really really helps me to increase my productivity, and to keep a note of the things which I need to do. And thank you so much for the cross platform support, I can access my tasks over my pc or anywhere I want. This app solved several problems of mine",5,positive
gp:AOqpTOG1ZUwPelL4czQYT8oMvXaGZtTy1OQSpxl3EWo1u2GITUNNWrj7PRxjOslTAamgTS9dfAmC-0BEmDHGVf8,"I didn't understand how to add subtask in ""template"". I pressed ""save as template"", but it saved only the name of template. I couldn't find any information about template in ""help centre"". Please explain me how to add subtask in template.",4,positive
gp:AOqpTOFqxXmA9Mb-ezPU4eo7q6VkFoyJBI-BF4QpDQmGtmO4QC9D6pexf6GafrUTBW2CU57U8nERePZ8DTwI8go,"I find the app amazing. It is one of the best habit apps that I've used. The only thing I don't like is that I've bought the premium but I don't feel like it was worth it. The only thing that I really needed was to have more than 7 habits but, the rest is just decoration. It would be really nice, if there is an overall progress page to check how am I doing in every Habit, instead of going through every single one of them. Another thing that would do this app just perfect, would be the possibility of having a desktop app for the computer. Other than that, I recommend to download it. Keep doing it so!",4,positive
gp:AOqpTOHMgOxBTTrcQYDB00T0vYOCkuvRCPHfy1eRuxvGoPD4dXz8xb08RVd9IfqELlJlowsEkgM7F971DBvb,"Excellent way to gamify your personal habits, with many levels of customization so you can set the difficulty levels of tasks as well as the level of self improvement those tasks provide.",5,positive
gp:AOqpTOFxJgpwwnxdJiTIRj8Okskev-34ogle1QgHzPVTNGUrPjbG_OW8-oJ0mKlOUymnc1cGMs7ik2s_VAS4,"It's a good app but can be better I want the developer to fix the following please: 1-when you work with it sometimes it becomes laggy and you need to force stop and restart the app 2-when you type in it in Persian the symbols like ""?, (,), etc"" doesn't align correctly 3 - if you add some native calendars like Persian calendar to it it will become more useful (and also an option to set it as main calendar not like Google alternative calendars that show Gregorian months not Persian months ex.)",4,positive
gp:AOqpTOG3qpLk5JjJp1JOIiZD8VDJ519GNa7TyVJ-05m4xbb8OJT53HWHhDL5M4tOnCSI9k1Yd09RJOi6iIuoMA,"Recurring tasks are very glitchy - they sometimes change the day or time when they recur. Per any.do's request i sent them a video of this happening... crickets. No explanation or acknowledgement and no refund as i requested. Fine otherwise, but i rely on recurring items.",2,negative
gp:AOqpTOGhm8akW9k7lWtNIptS6yxx6vGmwPzMQDsoS4XGE6-yuBV-YnDOmf-51eJ8yBuQIUBXJoZlDJwT3wistRw,"Goooodddd benerrrrrr, so helpfulllllll",5,positive
gp:AOqpTOF9G-kP3EyEBR-4f4tydsczN8FWck1eJWpMwAzKWLxdTCb5F4_Ry-x0tI0eeWHHt-V-Oo17b4J2IgNmOA,"Please keep tinkering, and improving. Thank you for this app",5,positive
gp:AOqpTOEwbPMsdNu_R9Lx2_2FxSNcHipZLo_qXleaBx4GOIRq4uIT1p1Mt5q4rqU7ttuypZfJ-gKfBCEyKu2Big,"Been using this for a long time, tremendous improvements from then up to now. Great job.!",5,positive
gp:AOqpTOF5OMTofs66QXts40iYOuGEqajcdxtzW7S1RoblsTvFb6HBfvrIdhP2SKM7hrzyYIEE_lRwoys9fxhpdw,"I wanted to like this app. It's a very convenient way to see all the info I need right on the screen, but when I click on the task button I get trapped on the task screen with no way back. I have to kill the app to restart it in the clock visualization mode.",1,negative
gp:AOqpTOEcTvHyNqNgM_ts8iSJ4OqMTRs28Tapsbxp-7aQRcpp53oEHODOtQnDKrXMAlI_HT13ZPY0xDcboWVE6w,Helps me stay organized..,3,neutral
gp:AOqpTOFZRSf8JUlWPYIyAijg9M_VO-yNlw6pv0sbyZ-_VPnENKAYzaUbEBr71HYhpUwnJg5_lJDF2wXddXpB3n4,"Calendar integration is okay but buggy and quirky. Can't see calendar events in daily view without changing settings to show in all lists. Organize view can't use custom lists to plan my week. The sync with Google is unforgivably poor. If I change a calendar event it takes up to a day to reflect in TickTick. This is so bad I have begun looking for replacement. I would like to see a better support forums for community feedback. Often answers are basically ""suck it up, that's just the way it is"".",3,neutral
gp:AOqpTOFQR6uhgFZ9ZLWY5JgWzsHnP8orEMnzY52ecIQf-Tx5XEMQg7E3z0yc7Y_Q4UO7Unvoz9pDYObr13egVw,Enjoying the app.,3,neutral
gp:AOqpTOHOP593tC1Z5FNMoQX1eLNTlQuo_y1vWpWvaCuZiCDDtEd_kyGgN5h6E3w_GaAKgTVjcLiCWKpmSHBYIQ,so far the app is great. would get 5 stars if it had a tabbing feature where you can side over to each task name instead of having to go to the menu button to switch.,2,negative
gp:AOqpTOF09olmzAsxrhSqTYmNAhBce1829f6jMBYOnerNIbqaOQyY7TsBZ0mG1cu67Fpn4iHupn9T_6uNMDxiTQ,Not as good compared to other apps. Not a very user frndly interface and essential features like reminders are pro features.,1,negative
gp:AOqpTOEZzxVTSgnSmc8J1jOT0JjiZ9IMHG2XHKc8nj8-AbFmldYRRkBNMF8NNdXtE32KT00_3iO8PFp6dfrhTg,I really like this apps cos it allows me to plan weekly schdules which is very important to me.,3,neutral
gp:AOqpTOFSTktfilZekNeHB2XK-kauEu3fnwvtSIi3dl5-b7fqKU-yIjEDHII7UK5vlazuKqrDHsQjfsbpvv3ZLw,I love this planner it keeps me on schedule and I can write in Notes to clock hour's,5,positive
gp:AOqpTOHaLg-VacaduALg2poK-_R1xZu5qNmgVKJiFUEjjZa33WLoaHA-leqr3eO_OXMRb35gmnVgXRClz9BQRBE,In the latest update the widgets don't work. The app is set to dark mode but the widgets aren't. Also cannot change lists or add to lists through the widget.,3,neutral
gp:AOqpTOHJj4Vs61Bt0saNWDyAA6qpFG_iW-tCXXghuxMX3cW4zbiZsSpbBBsEtxxSzYNOARHjn8tYONU2DSVeLA,"This App is useless , it works as a notepad with your tasks in it , it does not notify you of tasks you suppose to do. When the time reaches it's silent doesn't pop up even though settings have permitted it to pop up and alert , even a simple alarm clock notified me of what to do .This app Doesn't work .",1,negative
gp:AOqpTOHYHO_e0E6PShJjveJk0wielmVs43kFXIMqxh7RkL542aFOqN7m2lpmUWbjOfwfZr2LnsYw66DiWX1ADw,"Сам сервис очень крутой, но пожалуйста сделайте более понятный интерфейс для «Habits», пусть они они становятся серыми или изчезают, когда человек отметил свой прогресс за день. Я банально не помню, отмечала я свой прогресс сегодня или ещё нет, а показатель в виде цифры или зелёного/рыжего цвета мне ни о чем не говорит.",4,positive
gp:AOqpTOGsYKj4lRqqnt4HCCJvXpcFPXn2mLPBqIFnFKELKuNZShbezaV9J6fxGq-udVpjnQ961-HJebiREOoJgr4,Good,3,neutral
gp:AOqpTOFcibfVy1ZnlTcxV2y9Y2sDUkHB8JOmxphPAtyCj_sWyvX-a5m5dYnEBYzMIEIoG8PqwrvjLbwh4yC1jYQ,Track future and historical vary well.,5,positive
gp:AOqpTOHKdYkHEuZN-dWpR7Ak6LJKzWloqCJC4txHtA57Cqj1WCHUQ2s-CKIeAWUAvYf2wIagYSbJOSfmXZzEBg,Been using for a week and so far it's the best planner/Todo app I've tried.,5,positive
gp:AOqpTOGiva68b7x3eyCz7TFsGsKyfiowQ0twXu9p5q28KvF7waZm2BNpixye9BU27KPQS9Q9mrbMo5-kDKGQ,Great app. Makes doing hard and annoying tasks more fun.,5,positive
gp:AOqpTOGWmD5q2WsL5OdwwO3TAztDLnjvOPb-UeyezRkiZqxu5FibA3hwyk0bnD1l9ylID6A76_CIirPZDGLiGcs,"It's easy enough to use as it is, but for a fully paid app, the graphs are incredibly lackluster and basically useless. All you get is some minuscule, measly bar graphs which are tiny...and get this, they don't even label the metric you're tracking as they are displayed in the order in which your goal list is. So unless you memorize that goal #7 is say exercise daily, you won't even know what you're looking at. Additionally, the streaks are glitchy as hell, and often times do not calculate correctly. Really wish they also had aggregate goals, for example grouping similar goals together and then tracking the success percent for the aggregate. Like say if you have multiple diet goals for no dairy, no gluten, and no sugar, it would be great to group those in the diet category and then see your success there overall and trending graphs. And come on, add some pie charts and the ability to look at graphs in intervals aside from a single month.",3,neutral
gp:AOqpTOFIM2Yt8v7KvaUgNoDmIwYqZBVsM4x5Ashil7TptSsBZHmRnVRBi74_M0Jl9SpMupSU8t55VCwiihzVvA,"Slowly but Steadily improve my performance and productivity on learning. Keep all us excited with more features, thank you.",5,positive
gp:AOqpTOH8L5zxPMJYvcel159clKiRjJ2W2scgR50kC7-v8nYtt_CDfRharp_Gy4beTHKX-e8Vctuf3g03kTISHs0,"My biggest problem is that there's no free trail and a lot of stuff is behind the pay wall but I'd like to try before I buy. Also, as a first time user there's a few issues: I downloaded it on my tablet and landscape mode doesn't work well for all pages (especially the habit details page). There was also no tutorial so I was left to just click around (when I later downloaded it on my phone there was a tutorial so I'm not sure why there isn't on my tablet).",2,negative
gp:AOqpTOG47Tq1xXC41Rn6dAd4j17gKFrNp0NCGKmlB49RmjGCwEJQoHbOpvT7ZxEL1ELmPPNb5bfRnwgT4ltGn2c,This app so helpful to meet,5,positive
gp:AOqpTOE9cpG1KDCsY01tB1rRmZq8xQSUgC1P9p9MdJyG4oeVJYJIQkKJNlZg21ePM7VF78s5OWEvgCpYey1BOQ,Great,4,positive
gp:AOqpTOF5zIW9FCaCrcr7WYEbRctkwW3ogWnzFbrd8mfWn5MIedorIuJufTVZ1I9pfkzBmrraTxoS_LEXKjJC1Q,I have questions that i would like to have answered and i have emailed numerous times with no reponse back. They say dont write negative reponses to this app without contacting us first. I did email for answers but no one will answer my questions. My questions are not bad for this app but the people behind this app are terrible business people. So this could be a great app but service is terrible. Which instead of getting 4 or 5 stars im giving 2 should be 1 but app is good the ones behind the app are bad just want to take peoples money and then laugh at us by not helping,2,negative
gp:AOqpTOFHZyjRCRO2hzEp9JxVwG3pp2tlVFzFvQgW7GHnSiAXFzQu7DuXZKZd4l3TEUtRsz1iEwqYAOvOnOm3,"While I love the app and it's customizablity, I have some issues; repeats are confusing and not easy to work about (for instance repeat times during one day and repeat times period), how difficult it is to move tasks to different days, can set specific times on reminders, difficult time building routines versus todos on it, and how hard it is to hide tasks on the calendar that should be hidden in subtasks, change easy to lose, and unable to manually order tasks by preference.",3,neutral
gp:AOqpTOHZaibkL1LGy1gz8DmaQcdAc87A8wRLEeRCQFEJny46MBLLrxB5OUGRHJFIwkMuqw6laChGsQfdxXHStQ,Wow! I love how well it integrates with Google's Home products. Verbally adding items to my various to do lists as well as my grocery list is awesome!!,5,positive
gp:AOqpTOEAP1YdP3z1VCI8I7yu29EkdWxfZscZCiAwH9Rq9HVKnrC8uVBF5ug1HOD7W1WF-7N27fdgYgxad0Un7w,"It's OK...but NOT free really! Costs 5 bucks to get basoc fratures on/annouying ads off. I don't feel like investing in something that in the end may or may not work out, while there are many systems that could easily replace this app. The 'routines' can be easily called 'recurring tasks' and that feature is offered by almost every respectable calendar app. Free 60 trial period would encourage me, but sneaking in payment under the label of 'free' app is what annoys me on principle! Don't do it!",3,neutral
gp:AOqpTOEtHeJEDmJ9kHdZcpObkQtPk0bYeJ5Bhpe_AFOvRqVzyF23tmS-77t7io3TMhNuuTbhSPVaDcZCV4IzHg,This app is perfect for getting work done and is a great way to keep track of progress!,5,positive
gp:AOqpTOHHSVE2e2SS0-8LtkP7Fyh9hEK-1IIwdOzIdWAbHz_BAhOmlJjhpb5o1J0h7T-MMaNBZFIx-6_EVpFzws4,"The best looking todo app I could find, very complete. Would be the one I use but... Unfortunately sync with Google calendar takes hours, up to a day. The issue seems to be a couple of years old (you can check it in the customer section on their website), and nothing was done to address it, while the competition syncs in seconds. If you don't need Google sync, then it's great. I'm now using another app. Sad.",3,neutral
gp:AOqpTOH3wxAnTrvAGbi9AAnW7Vh-nsfxU7waDRMlFmPTVHcf3HkzhRCco84gKRA80KDPbc4KXzMLIr-012Dxjw,"Free version does what I need, with the exception of undelete when accidentally clicking the wrong thing. However the cost of pro version too much for just that feature",3,neutral
gp:AOqpTOFMnwY1omLF4vmbO89cT0SNVhrk70TL_vXblHZpZK4ME3iIhLKJhHMz7vaH6EYd4aYErYNj0onMzmGZ5Q,I used to love this app but since my phone updated it no longer works. I recently uninstalled and re installed I hope it works or I'll have to find something new 🙁,3,neutral
gp:AOqpTOH3b8Z2wIxMhI_QEaCI715XLhCEUvsxUSf0vQeWOj-oeJENukbMN0g3BOYLRzIuQJKRIrGszGcFfPYWOg,Update: It would make more sense to have the schedule tab as just the schedule layed out where you have the time of day scale to the left ( editable show just hours or hours and minutes) and then the activity from the routine/s at the correct time. And the only way to edit the routine could be only through the routine tab (as thats where I assume you want the main part to edit routines to be). But I love how you can save different routines for each day. Not to sure what programmer is for?,4,positive
gp:AOqpTOH1llHp9TUbdPO5mtflIJCYJNuyEQWD43jvlA0pp25LPiElfImMoWmudpAFWBSMVoDlcc7FxsrK7FQwxg,"Wonderful, but please give total version in less amount of price",3,neutral
gp:AOqpTOG1vfs-NmxBxZGj5U_ABcdioTf_y44EUZMZAofn4ytGYjOcfgwQUafKWa7xh85-UHAQEVZHkO_CBCfs3UI,"Easy to use, sleek design. Love the funny option for the daily reminders. Keeps me focused.",5,positive
gp:AOqpTOEXxH-gQam3cPkWfHZgiQP2pgc3UiahdAr6A6TIv1fie-qrN4tgzdsXdjiUY0TaOhV-IKRs87L27uW_zQ,Perfect works but please add more hours to focus because 3 hours is too short for me. And add Indonesia language.,5,positive
gp:AOqpTOEWulfm3GzP44iFHbK6-jCPofuVPj4ZfvzjbY3ZLQ-158R58IwuT1CFEcqwv18FsIA_8LTjRBhtvR_gdQ,Many features are available just for premium,1,negative
gp:AOqpTOEkFTpZmXSKJrX1tIWHBfCgrTKWucq1ES9DrMYBzPox2X8BdvwFS-brSb28ENzi2LpWXN_MWWhER-WiKA,Its great for quick reminders with events just weird its 30 min before by default i wanna change that alsoo every 3 and 6 months reminder be USEFUL and a must pls like toothbrush replace reminder.,4,positive
gp:AOqpTOFy-491Oh1TCu72WJkoPoJL4J8hTg8dpO0cY0-RllzsVeXpY0pusqTbq3aRzDcwUqcCMNmLueKM8Eg4yQ,Why i can't open the room from the link that people share . Every time i have to write the code to join . It's really annoying .,3,neutral
gp:AOqpTOHvaIBVAxzR3WsapkrLILt_PgVr_LiGjgBzFSEB7TXbXaMqV3hTdVvUd0ceR8CuLNJaXF61aIfBxNw_xA,"useless, as you can not group habits, but gamifying idea is good, maybe they will fix it",3,neutral
gp:AOqpTOFa9N2ppFqh_HCfswTHxIwDnmJwULXlQU7fneyrE1T2rE0eAUZwLrncv12DunamJIcJ0tpSpGyPClULZQ,"I enjoyed using this app for over the past 2 years to improve my life, even if it was by a little bit. The community is kind and friendly. But I think it would be better if you could filter out what type of guild you want to join. I don't want to spend too much time scrolling down just to find the right guild.",4,positive
gp:AOqpTOEXHp8KYzfPBe-rueh4eiaKoK7erh90q0Xw3iAc8rkUmi5z77MrpxqlYAxfJNv3Zd5FiyqaRUwK045bmw,Wish it didn't force me to use Google calendar. I wanted to start a new calender off of this app,2,negative
gp:AOqpTOEoZeGeS2pHCoI0R_CHSjk4urRyn_h1sVi6kLQPce8o4Crq33xoOwoPpHaeJOVW_T5Q5nOcuARRyCZf6uA,"I think i found my perfect to do app! I'm pleased that I was able to use the same features I was using from an old app and do it on this one, plus more! It's so easy to organize and visualize all your tasks. The appearance of the app overall is excellent.",5,positive
gp:AOqpTOHD_KJ1zrtOL_G1V-Z1TVCeWZmsH4DU_aRWnrg_lKrW51IPfjxF5xJs23Yfl8APFwine4kCv17iY5_pBQs,always freezing,1,negative
gp:AOqpTOEeLfi3NkrbFnnPsj5_TlUVh2OmOGdwDOQAAgN3bxEd3irWDYlEcwPol3-yXsUK1pfxClDOv_oKrKmyTRw,Widget keeps reverting to my day. It didn't before. Also now often unresponsive. This change is incredibly frustrating. Please fix bugs then happy to upgrade review rating as otherwise us good. Thank you,2,negative
gp:AOqpTOHQsNsaUaNhOKW3P1zPyaxNeVu5-HqxuuJbchVjmTeidQHU--xdkjuMVT3yKFZnEugggGDzku9Vs97xsg,"Not able to show the notification after the time is up. Also, it is not able to function well on counting the exceeded time or shown incorrectly. It would be of great help if you could fix the problems. Thank you:)",3,neutral
gp:AOqpTOFmT3JA_N0f8SsXEe8h-MHKW6udUgFeiLnZZ8iC6ZYXbbnVLFQ2CYuFZuW_u60EWpDx5ILg8mbzw7jSCWY,"I like this app, because it fits well in my daily routines and offers very many settings, especially regarding appearance. It has some basic design flaws and misses some easy opportunities, but all in all it is a valuable application for my personal time management.",4,positive
gp:AOqpTOE7lrHQ7wvkGnzzGyx0FjGfNJgzgJB8gMHlU3Q2GedE26UiwCG8wC2CFN2xvkvfvOe3Fula9q3DrcJvjA,With the latest update it seems that when I update the frequency for one task it messes up the frequency and repeat days of the week for another task which is annoying as I was using the app to track my weekly tasks,3,neutral
gp:AOqpTOGrnNJ3dtp0ONZpq4Q0F80cWIfO3DHnS_uB7zw2kfoYSIDQwIP8KxsDQpCPp5evUaLnIQGMNgEwVc7kPQ,Why is it being linked with my google calendar or phone calendar? I don't want this private app to access my Google calenders and phone calender. Instead you should have just added the feature of adding tasks within the app. I'm deleting this. The UI is great. But I don't want you to link with my private apps.,1,negative
gp:AOqpTOElBRScrb0_HWc7IDzFRpkiz_AkyC26M7yj1AERqLBvSd1RFQ2r3aKuU-6r2XwYT55BcNKoururUtwAqg,"I tried hundreds of apps and thousands of ways for being focused, nut nothing helped me then I found this app and I am staying focused. This is the best one.",5,positive
gp:AOqpTOH2NYS-OohabGFfkEmKksozD2wE-dklGO3DpTkQ_BVK8mFnnhgvsY9sYdCLKOhgz_2aBh9PIncEzhpSavM,"Its a wonderfull app, helps in keeping a track of your habits and how consistent you are with it",5,positive
gp:AOqpTOH1wLkK3hVCMvaq4eeR1Vno7v8HpFpeDR9ae9VNxZY4_-j4E38kcRZgwBZ36kuLm_6V7uXmIWP_dfuytQ,"I just want to say that the tutorial was too much info, things like this should be explained in a short and concise way, at a good pace. It was just too long and too much to take in. I didn't even try the app though, I can't say what rating it deserves. I am unnistalling but I may come back to it in the future, it's not you, it's me. (Also, you can't delete your account on mobile but you can on desktop. I suggest people to try the desktop version since it may have more features)",4,positive
gp:AOqpTOF1XaLftcAdH_Rjst7BK9uYWn51qDE1auzS5xa_N-YBDoSqB8PrTBC8nrMm2jnyFpRgnL3IaKRk1_Pa,This is worst task game in my life,1,negative
gp:AOqpTOH1jWT43tOgvnSJQHsNdpRVW5g42TWn07gYDfzWvA-qX-YZnUZQgFewKwhqK7iOOeeROooXL5yett8OFw,Crashes all the time,2,negative
gp:AOqpTOERuWRzGczLQpQr-Ww7BKbOcZeJo-WcXgzkBgwO3mRFyLm5AD5Lex7fPZKSGWi6o7Ouf0UvWAUC_HizX00,"Quality, very helpful, when busy, helps track tasks and keeps dates passed as well.",5,positive
gp:AOqpTOFU3fdMer2foSfALm8QJ1pR2rJn6hKZT3QPRmvPYrBjAq178wosKVd7PkQGsw1oTt4XEROyFdJiMYsGfg,I'm two years premium subscriber for the app. It seems great but the only thing makes all the benefits disappear for me: inability to see all finished tasks by label. Guys it's high time you added this to Android and Mac. Doesn't seem any difficult.,2,negative
gp:AOqpTOFQejRCi1m89HBPiPz3838TeFS2R2RpCQqkFDSmrhGkJLTgpfwOWXPyvYTWvJQpN9K5M74rbEIR6q7KjQ,Helpful and easy to use. Really good app for students or people who struggle with remembering tasks they have to get done.,4,positive
gp:AOqpTOEw6cLo2i_fkqfo5AdeH57DPNgwq6nL_Piic2ZhY34pOufkNvogM4emeuVCwtpB_A072Ojy_yk4Qu-sbHU,"Thank you for responding and I'm looking forward to that update (customized categories). Another improvement I'd love to see are more options for a goal besides a daily one, such as save $100 per week, etc. I got the Premium and love the dark theme, this app is the best I've found for my needs. Thank you!",4,positive
gp:AOqpTOFokF5mOfq0Wyr6XiONMIrZMEy5N9B10KAYLr4SSNK0uubNZp9_Sntb47fHSuCPwNZ7QflVcYOkLHiJKg,"Reminder sometime not working, so i must restart the reminder. Please fix it",3,neutral
gp:AOqpTOEZQUek5PUS1vrWf1uZNb2uCpJN1M_EJZoaCnyd2TPCPGHmTTzfomy3L4RvZeDCTVdk1n3MHxI3_yDMBA,"Very useful, great clock widget with my schedule. It is better if can open calendar app by touched widget.",3,neutral
gp:AOqpTOGF0bzVIyf1GZeI9tS6YnRUcwoaLQYvQvGl7PHsX7rwKjA6PE56u7n2c5BSNozBQIiVjpbt-puii26_wE4,"I paid only a few bucks for premium, and now I have it for life. I love it!",5,positive
gp:AOqpTOGRA5m8M0mkrwRVDghVyoRpY2heHcdo7iPWY3sMAINxXzr5ixSZOgWYcyQvTJlWOjNPoVhNv1ZDbyS5eQ,"I had a problem with upgrading to Premium. They were quick with their response and fixed the problem right away. It's a good app for those familiar with the Franklin Covey system, and syncs well across devices.",4,positive
gp:AOqpTOHoPo3Li1vGjGzEssbU1fnJFRzZWncyK2-6ZIS1mmL2BVivm_UpGDqtWErFAfp4Et842qOJG3YJ0sIgLg,"I'd be fine with paying $10 or $20 for this app. I'm not fine with paying $3 a month forever to continue using it. Without being able to use reminders on the free version, it's no more useful than a $5 pocket calendar, and I'm not willing to pay what they're asking.",3,neutral
gp:AOqpTOGVzAsDEfmveMdsuQKw2JSvDWQd_F4Qa7zJpGsC9XAKyqGJSnHTO_0kb40l4_dg-vBvMEU2mN33SKn-ohw,Perfect,5,positive
gp:AOqpTOFIKJBAS2wVjzo4OKHRI4wsHtqHyUrX0377mgl20JX0w6aaop9dy8vaO-Zf6YjAM91tEFV4NR1ia2iepA,"Recurence tasks does not work properly, otherwise I would give 4 starts.",2,negative
gp:AOqpTOGKzlJP377a8QGYi7DoOmh91KAb5rEq5wU8gkUT2KMGcH_QyKBzfzvNMk3YAwQzRSicYqhsgWHcZt4Ir4c,"Find a new app. Overall if you havent noticed, the dev's left this app. As of recently, the servers are dead. This means you cant make an account, forums are gone, motivation pictures gone, etc. Find a new app,",1,negative
gp:AOqpTOHDgi4afxJTg-HQD-vO7H4MX4teEoYVPftbIBAsjLcVAR_7SUScEFmY9Ql21p8fFZlCeNCU1uFmcpVFiA,Very well done for improving your task management. Only the lack of badge count for android phone is loosing the 5 stars review,4,positive
gp:AOqpTOHBKYJPsLWJK7FTambC57j8HaLR_-UQJT8oJy_vpE74MS8JduhAQKtIKkMC7sLSCMcik3kLPv2dSwZdV5k,"Great helping app, would be 5 if events won't disappear occasionally, possibly because calendar is shared between two gmails",4,positive
gp:AOqpTOGpsRSOyzWXrj4ATeL9RNBZuMeNVUJEUW4oeSsdQGLQI_UTt03PyoE854D6CDrvPwBe133ZRYfzO0nFwg,"The app keeps crashing every day, and wouldn't open. Every morning I got to reinstall it and log in again... What's wrong...",3,neutral
gp:AOqpTOEa-hLadCMjwny2uMsdUFy9WHj6O9s1wCc2IrU9Q5z7lmspuPRjojSO-93PN6_a1XZKlOhD5levymMt8A,"App is so much good , best app , i want to give 5 star but not giving so that u can notice me . After its update ,my app is not opening il, if i reinstall it , my coins will lost and trees also . Please help me what to do",1,negative
gp:AOqpTOF65XhK9w8viHOXzT3DQVQQyQ23hIzs7ijt5vgN5t4q-znCj9TbavaQuf4UbGGh2BjhkHajZathVp93ag,"I'm in love with the app. It motivates me a lot and really helps to stay on track. Apart from the cool gamified features, it also has a huge and very friendly community, where you can get support and answers to pretty much any questions.",5,positive
gp:AOqpTOE131QSYGkml2Il3lswGNX9l2mgIlhNh3NNCVFlFr4bF6GQxqbvQoeL7lsEMhbhy-HtVttyjLwaLRzouA,I like this app but it's always saying it has stopped on my phone,2,negative
gp:AOqpTOFRiO3JEl77lFxLQx_FnPGvHBNXHXZLXW3LupKntDmrAJUKek-D-xW2uIKAeQlqCSPsKPbNCPVoe509HaA,"Jury is still out.....would be more than happy to review.....if i was actually given the time to do so before the ""rate me rate me"" messages.",3,neutral
gp:AOqpTOEAIilHIU-TAyErUJvmqcpw8gzJaWExUpbJUPKN5e9eXrGSFMX0HiP4NeaJIwtwObPao-fI094Dnr_-1w,Love it! Thanks,5,positive
gp:AOqpTOHeHobNgM3jWY1Q5-ONzmG6ufXjaNwzdQq7f7egT5tSGuSVe2rOPbINcx5lEzAUp1Tt72lnfuF-GeGU3w,The tutorial doesn't help and shows you nothing the app is very bad and isn't easy to understand I have given up after wasting time trying to figure this trash out. I wouldn't recommend this to anyone.,1,negative
gp:AOqpTOETWgPdAEQO_2BarZ-CkOaEZWTQXFWL33GMZXq_ez6-ULF62izLC3iRQidg209d15JqHJct1is6fXlf7w,"[1] Pls put additional sounds like instrumental music, campfire, etc. [2] an option where you can study unlimited and stop it anytime you want and still get coins [3] If the tag is changed DURING the planting process, it should reflect separately the time spent by the previous tag as well as that of the new tag so that the overall distribution is at its peak accuracy. Will put 5 stars afterwards.",1,negative
gp:AOqpTOGWnsYWXIbv47DdgLd2UnmsT_fHxd_Bkzqbkc94GeutUMGZVGacn1FJUTtCI5jPJwSWGfuV3FhSG5ek-g,"Very good at what it does, but doesn't come close to warranting a monthly charge.",3,neutral
gp:AOqpTOFCDlHodmn-lzeahbrCwm2wB7U8CIO2pU3wLoeslGqMxAJ8uit_GkaxyEuiZBzlorBIXnfDidRgHGp9Ww,Could not get the app to save event time properly. All I wanted was to put a due date between 11:50 p.m. and 11:59 p.m. on a certain day. WOULD NOT do it. The app kept automatically changing my times. That's annoying enough for me to ditch it and move on.,1,negative
gp:AOqpTOHWaQqEMx1QvQlHgh9KRuZh_ad0Ll1kql1yEtz4sROuuGY3xODzbMxvamaamXshPpX4uPypqbbNITEXdw8,"After years using Wunderlist we move on. It works. The thing missing to me is that I can not get a simple view that shows items overdue, due today, coming up in the next week . I need to look in multiple views. I have the usability issue of having to fiddle with it to toggle between today, this week, overdue, etc. I can not default to a view that gives me the information I need at a glance. I suppose I can look at ""all"" but that gives a never ending list. For me, this is a step backwards.",3,neutral
gp:AOqpTOHgrSvY8u58UbADkQ0xeByIkfZSRsl1YcWHv467V_Z6sVGTFdDpLYwYHp04SiknxXEO8b7n0m4I4A_u76w,"bought premium version, didn't get upgrade, sent proof of payment, still no response. not good",2,negative
gp:AOqpTOHNr3YXePdhQncmBEONEK9VhFQRwCgNOTPfFdXrnAjPMdyTDTO1kFuZBtfAwIUBRBCVJQ28BUzmiMKARw,As I am a regular user of this app...This app needs some update like the calendar based listing method. People will go to date and list the task...Another problem is so many color for list. It's annoying... Who don't like colors they can select one color for every task list... That is all...🙂🙂🙂,3,neutral
gp:AOqpTOFC-nVg9HrLBxnhxvWjT1I45_9zvum836dG3Y-pW7kJ91AP87molLZzrm70CHKXK45Yut6NdQa9o_xaqUI,Awesome app.,5,positive
